,Address.AddressLine1,Address.AddressLine2,Address.City,Address.County,Address.FormattedAddress,Address.PostalCode,Address.Subdivision,ID,Name,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,Store.AnnualSales,Store.OperatingExpenses,Store.CostOfGoodsSold,AllCapability,Latitude,Longitude
482,15614 Whittwood Ln,,Whittier,Los Angeles,"15614 Whittwood Ln, Whittier, CA 90603-2324",90603-2324,CA,2019,Whittier,217,292,200,5883692,1246882,2551739,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Pizza Hut Salads and Snacks', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.95,-117.99
483,101 S Euclid St,,Anaheim,Orange,"101 S Euclid St, Anaheim, CA 92802-1011",92802-1011,CA,2421,Anaheim,244,292,200,5771913,1822609,2474897,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.81,-117.92
484,4255 CAMPUS DR STE A150,,Irvine,Orange,"4255 CAMPUS DR STE A150, Irvine, CA 92612-2668",92612-2668,CA,3233,Irvine University Town Center,202,296,200,6608355,1417322,3955716,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.67,-117.83
485,3600 Rosemead Blvd,,Rosemead,Los Angeles,"3600 Rosemead Blvd, Rosemead, CA 91770-2066",91770-2066,CA,1411,Rosemead,263,292,200,8340118,1431055,3773362,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.06,-118.08
486,3424 College Ave,,San Diego,San Diego,"3424 College Ave, San Diego, CA 92115-7134",92115-7134,CA,1846,Lemon Grove,201,296,200,6768700,1447131,2343637,"['Accepts WIC', 'Beauty Concierge', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",32.76,-117.07
487,3300 S Bristol St,,Santa Ana,Orange,"3300 S Bristol St, Santa Ana, CA 92704-7246",92704-7246,CA,250,Santa Ana,202,296,200,8740959,1254903,2222616,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",33.72,-117.91
488,8001 Othello Ave,,San Diego,San Diego,"8001 Othello Ave, San Diego, CA 92111-3713",92111-3713,CA,205,Kearny Mesa,231,296,200,5319969,1431774,3424825,"['Accepts WIC', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",32.82,-117.15
489,910 Eastlake Pkwy,,Chula Vista,San Diego,"910 Eastlake Pkwy, Chula Vista, CA 91914-3558",91914-3558,CA,1815,Chula Vista East,201,296,200,6376006,1448229,2334716,"['Accepts WIC', 'Beauty Concierge', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",32.66,-116.96
490,5680 Balboa Ave,,San Diego,San Diego,"5680 Balboa Ave, San Diego, CA 92111-2702",92111-2702,CA,2465,Balboa,231,296,200,8587817,2018113,3814663,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",32.82,-117.15
491,7530 Orangethorpe Ave,,Buena Park,Orange,"7530 Orangethorpe Ave, Buena Park, CA 90621-3429",90621-3429,CA,2082,Buena Park,244,292,200,6530818,1977879,3819112,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",33.88,-117.99
492,777 E Colorado Blvd,,Pasadena,Los Angeles,"777 E Colorado Blvd, Pasadena, CA 91101-2104",91101-2104,CA,883,Pasadena,236,294,200,5078417,2020093,2812590,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.15,-118.14
493,10621 Carmenita Rd,,Santa Fe Springs,Los Angeles,"10621 Carmenita Rd, Santa Fe Springs, CA 90670-4017",90670-4017,CA,227,Santa Fe Springs,217,292,200,6349798,1531880,3711769,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Photo Lab', 'Wine, Beer, & Spirits Available']",33.93,-118.06
494,13831 Brookhurst St,,Garden Grove,Orange,"13831 Brookhurst St, Garden Grove, CA 92843-3120",92843-3120,CA,193,Brookhurst,222,296,200,5332568,2443309,2063009,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine & Beer Available']",33.75,-117.92
495,3030 Harbor Blvd Ste A,,Costa Mesa,Orange,"3030 Harbor Blvd Ste A, Costa Mesa, CA 92626-2562",92626-2562,CA,1293,Costa Mesa,202,296,200,8784779,1091048,3867377,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.68,-117.9
496,8800 Whittier Blvd,,Pico Rivera,Los Angeles,"8800 Whittier Blvd, Pico Rivera, CA 90660-2658",90660-2658,CA,1425,Pico Rivera,263,292,200,5052759,1720412,2942497,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Sun Boutique', 'Wine, Beer, & Spirits Available']",33.99,-118.08
497,1288 Camino Del Rio N,,San Diego,San Diego,"1288 Camino Del Rio N, San Diego, CA 92108-1511",92108-1511,CA,1410,San Diego Mission Valley,201,296,200,7897914,1308637,2039840,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Clinic care by Kaiser Permanente', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",32.77,-117.15
498,2120 W Main St,,Alhambra,Los Angeles,"2120 W Main St, Alhambra, CA 91801-1856",91801-1856,CA,184,Alhambra,263,292,200,8430907,2285743,3417523,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.09,-118.13
499,6835 Katella Ave,,Cypress,Orange,"6835 Katella Ave, Cypress, CA 90630-5107",90630-5107,CA,229,Cypress,222,296,200,7304500,1806832,3192735,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.82,-118.04
500,3030 Grape St,,San Diego,San Diego,"3030 Grape St, San Diego, CA 92102-1134",92102-1134,CA,3205,San Diego South Park,201,296,200,7271307,2078426,3748369,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",32.72,-117.12
501,12051 Imperial Hwy,,Norwalk,Los Angeles,"12051 Imperial Hwy, Norwalk, CA 90650-3084",90650-3084,CA,1424,Norwalk East,217,292,200,7370861,1157456,3986157,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",33.91,-118.08
502,16400 Beach Blvd,,Westminster,Orange,"16400 Beach Blvd, Westminster, CA 92683-7858",92683-7858,CA,249,Westminster,202,296,200,5209138,1581523,2339205,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Pizza Hut Salads and Snacks', 'Wine, Beer, & Spirits Available']",33.75,-117.99
503,9882 Adams Ave,,Huntington Beach,Orange,"9882 Adams Ave, Huntington Beach, CA 92646-4808",92646-4808,CA,2051,Huntington Beach East,202,296,200,6044902,2129419,3142506,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.67,-117.96
504,3060 Plaza Bonita Rd,,National City,San Diego,"3060 Plaza Bonita Rd, National City, CA 91950-8004",91950-8004,CA,2232,Natl Cty Pl Bonita,201,296,200,7697721,1524542,2012286,"['Accepts WIC', 'Beauty Concierge', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",32.67,-117.09
505,20200 Bloomfield Ave,,Cerritos,Los Angeles,"20200 Bloomfield Ave, Cerritos, CA 90703-7821",90703-7821,CA,289,Cerritos,222,296,200,5228947,1778076,2985177,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.87,-118.07
506,200 Westminster Mall,,Westminster,Orange,"200 Westminster Mall, Westminster, CA 92683-4984",92683-4984,CA,2304,Westminster NW,202,296,200,6341280,1520423,3521549,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.75,-117.99
507,10600 Firestone Blvd,,Norwalk,Los Angeles,"10600 Firestone Blvd, Norwalk, CA 90650-7410",90650-7410,CA,1340,Norwalk,217,292,200,8552877,1256477,2445950,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Pizza Hut Salads and Snacks', 'Starbucks', 'Wine & Beer Available']",33.91,-118.08
508,5600 Whittier Blvd,,Commerce,Los Angeles,"5600 Whittier Blvd, Commerce, CA 90022-4106",90022-4106,CA,189,Commerce,263,292,200,6128236,1269442,2087983,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",34.03,-118.15
509,3245 Sports Arena Blvd,,San Diego,San Diego,"3245 Sports Arena Blvd, San Diego, CA 92110-4529",92110-4529,CA,201,Sports Arena,201,296,200,7259548,2151997,2886026,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",32.77,-117.21
510,11525 South St,,Cerritos,Los Angeles,"11525 South St, Cerritos, CA 90703-6627",90703-6627,CA,1305,Cerritos West,222,296,200,7869232,1850617,2164065,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.87,-118.07
511,2626 Colorado Blvd,,Los Angeles,Los Angeles,"2626 Colorado Blvd, Los Angeles, CA 90041-1070",90041-1070,CA,1408,Los Angeles Eagle Rock,236,294,200,5251287,1264572,2741683,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.13,-118.21
512,4211 Eagle Rock Blvd,,Los Angeles,Los Angeles,"4211 Eagle Rock Blvd, Los Angeles, CA 90065-4404",90065-4404,CA,3262,LA Glassell Park,236,294,200,7590279,1959296,2336622,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.11,-118.23
513,12300 Seal Beach Blvd,,Seal Beach,Orange,"12300 Seal Beach Blvd, Seal Beach, CA 90740-2709",90740-2709,CA,1328,Seal Beach,222,296,200,5924715,1585665,2143211,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Wine, Beer, & Spirits Available']",33.76,-118.08
514,1240 Broadway,,Chula Vista,San Diego,"1240 Broadway, Chula Vista, CA 91911-2911",91911-2911,CA,203,Chula Vista Broadway,201,296,200,8378561,1003917,2239420,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Clinic care by Kaiser Permanente', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine & Beer Available']",32.6,-117.04
515,5700 Firestone Blvd,,South Gate,Los Angeles,"5700 Firestone Blvd, South Gate, CA 90280-3704",90280-3704,CA,190,South Gate,263,292,200,7316060,1341864,3603209,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",33.94,-118.19
516,2195 Glendale Galleria,,Glendale,Los Angeles,"2195 Glendale Galleria, Glendale, CA 91210-2101",91210-2101,CA,2307,Glendale,236,294,200,7204331,2241912,3235700,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.145,-118.258
517,5760 E 7TH ST,,Long Beach,Los Angeles,"5760 E 7TH ST, Long Beach, CA 90803-2002",90803-2002,CA,3225,Long Beach Bixby,207,296,200,5262340,1869599,2762987,"['Beauty Concierge', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",33.76,-118.15
518,2270 N Bellflower Blvd,,Long Beach,Los Angeles,"2270 N Bellflower Blvd, Long Beach, CA 90815-2017",90815-2017,CA,195,Long Beach Bellflower,207,296,200,5962279,1851183,3571014,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",33.8,-118.11
519,141 Lakewood Center Mall,,Lakewood,Los Angeles,"141 Lakewood Center Mall, Lakewood, CA 90712-2419",90712-2419,CA,1409,Lakewood Center Mall,207,296,200,8408009,1417052,3947459,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Wine, Beer, & Spirits Available']",33.84,-118.15
520,950 E 33rd St,,Signal Hill,Los Angeles,"950 E 33rd St, Signal Hill, CA 90755-5114",90755-5114,CA,2319,Signal Hill,207,296,200,8707991,1800599,3439369,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",33.8,-118.17
521,6750 Cherry Ave,,Long Beach,Los Angeles,"6750 Cherry Ave, Long Beach, CA 90805-1717",90805-1717,CA,2424,Long Beach NW,207,296,200,7567896,1255292,2815559,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",33.86,-118.18
522,1621 S Alameda St,,Compton,Los Angeles,"1621 S Alameda St, Compton, CA 90220-4973",90220-4973,CA,2275,Compton-Rancho Dom,207,296,200,8629314,1571471,3479684,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",33.87,-118.24
523,1701 N Gaffey St,,San Pedro,Los Angeles,"1701 N Gaffey St, San Pedro, CA 90731-1274",90731-1274,CA,2470,San Pedro,207,296,200,8500672,2282846,3185106,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Which Wich Superior Sandwiches', 'Wine & Beer Available']",33.74,-118.27
524,20700 S Avalon Blvd,Ste 700,Carson,Los Angeles,"20700 S Avalon Blvd, Carson, CA 90746-3701",90746-3701,CA,2026,Carson North,207,296,200,8142297,1843484,2409146,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.86,-118.26
525,651 W Sepulveda Blvd,,Carson,Los Angeles,"651 W Sepulveda Blvd, Carson, CA 90745-6314",90745-6314,CA,2328,Carson,207,296,200,6219465,1226570,3570574,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Pizza Hut Salads and Snacks', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.83,-118.26
526,2169 W Redondo Beach Blvd,,Gardena,Los Angeles,"2169 W Redondo Beach Blvd, Gardena, CA 90247-3625",90247-3625,CA,290,Gardena,239,294,200,5866422,1870927,3391577,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",33.89,-118.3
527,3433 Sepulveda Blvd,,Torrance,Los Angeles,"3433 Sepulveda Blvd, Torrance, CA 90505-2606",90505-2606,CA,200,Torrance,239,294,200,5446799,1258700,3775076,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",33.81,-118.35
528,2700 W 120th St,,Hawthorne,Los Angeles,"2700 W 120th St, Hawthorne, CA 90250-3388",90250-3388,CA,2280,Hawthorne,239,294,200,5716430,2299211,2921772,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",33.91,-118.35
529,735 S Figueroa St,,Los Angeles,Los Angeles,"735 S Figueroa St, Los Angeles, CA 90017",90017,CA,2776,LA Central,204,294,200,6600451,1160861,2368635,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.05,-118.26
530,1601 Kingsdale Ave,,Redondo Beach,Los Angeles,"1601 Kingsdale Ave, Redondo Beach, CA 90278-3928",90278-3928,CA,1980,Redondo Beach,239,294,200,6096536,2037984,3873596,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Which Wich Superior Sandwiches', 'Wine, Beer, & Spirits Available']",33.87,-118.37
531,3131 S HOOVER ST STE 1910,,LOS ANGELES,LOS ANGELES,"3131 S HOOVER ST STE 1910, LOS ANGELES, CA 90089-1910",90089-1910,CA,3217,Los Angeles USC Village,204,294,200,5609256,2132777,2858185,"['CVS pharmacy', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.022,-118.286
532,3471 W Century Blvd,,Inglewood,Los Angeles,"3471 W Century Blvd, Inglewood, CA 90301-1218",90301-1218,CA,1329,Inglewood,239,294,200,5030309,2068492,2752204,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Optical', 'Starbucks']",33.96,-118.36
533,620 S Virgil Ave Ste 100,,Los Angeles,Los Angeles,"620 S Virgil Ave Ste 100, Los Angeles, CA 90005-4080",90005-4080,CA,3216,Los Angeles Koreatown,204,294,200,7609140,1191568,3138286,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.06,-118.31
534,1200 N Sepulveda Blvd,,Manhattan Beach,Los Angeles,"1200 N Sepulveda Blvd, Manhattan Beach, CA 90266-5104",90266-5104,CA,199,Manhattan Beach,239,294,200,6410559,1562009,3977589,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Which Wich Superior Sandwiches', 'Wine, Beer, & Spirits Available']",33.89,-118.4
535,3535 S La Cienega Blvd,,Los Angeles,Los Angeles,"3535 S La Cienega Blvd, Los Angeles, CA 90016-4407",90016-4407,CA,1306,Los Angeles,204,294,200,6513888,2239287,2189288,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",34.03,-118.36
536,6000 Sepulveda Blvd,Ste 2250,Culver City,Los Angeles,"6000 Sepulveda Blvd, Culver City, CA 90230-6423",90230-6423,CA,2632,Culver City South,239,294,200,6446842,2133095,3141681,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Which Wich Superior Sandwiches', 'Wine, Beer, & Spirits Available']",34.0,-118.4
537,"7100 Santa Monica Blvd, STE 201",,West Hollywood,Los Angeles,"7100 Santa Monica Blvd, STE 201, West Hollywood, CA 90046-5896",90046-5896,CA,1884,West Hollywood,204,294,200,6327221,2156861,3462723,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.11,-118.37
538,10820 Jefferson Blvd,,Culver City,Los Angeles,"10820 Jefferson Blvd, Culver City, CA 90230-4935",90230-4935,CA,198,Culver City,239,294,200,5672900,1843637,3132846,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.0,-118.4
539,8480 Beverly Blvd Ste 1A,,Los Angeles,Los Angeles,"8480 Beverly Blvd Ste 1A, Los Angeles, CA 90048-3414",90048-3414,CA,2775,LA Beverly,204,294,200,7398261,2497599,3812400,"['Beauty Concierge', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.07,-118.38
540,1800 W Empire Ave,,Burbank,Los Angeles,"1800 W Empire Ave, Burbank, CA 91504-3403",91504-3403,CA,1362,Burbank,236,294,200,6350954,2367597,2971855,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.21,-118.33
541,1033 N Hollywood Way,,Burbank,Los Angeles,"1033 N Hollywood Way, Burbank, CA 91505-2540",91505-2540,CA,3251,LA Burbank West,236,294,200,7969088,1617814,2645707,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",34.18,-118.35
542,11051 Victory Blvd,,North Hollywood,Los Angeles,"11051 Victory Blvd, North Hollywood, CA 91606-3719",91606-3719,CA,294,North Hollywood,219,294,200,7047259,1369295,3819007,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Which Wich Superior Sandwiches', 'Wine & Beer Available']",34.19,-118.39
543,10861 Weyburn Ave,,Los Angeles,Los Angeles,"10861 Weyburn Ave, Los Angeles, CA 90024-2957",90024-2957,CA,2774,LA Westwood,204,294,200,7443557,2189206,2859760,"['Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.07,-118.43
544,9725 Laurel Canyon Blvd,,Pacoima,Los Angeles,"9725 Laurel Canyon Blvd, Pacoima, CA 91331-4100",91331-4100,CA,183,Pacoima,219,294,200,5232558,1867584,1759813,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",34.26,-118.42
545,5711 Sepulveda Blvd,,Van Nuys,Los Angeles,"5711 Sepulveda Blvd, Van Nuys, CA 91411-2918",91411-2918,CA,1307,Van Nuys,209,294,200,6903748,1821464,2628053,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",34.18,-118.46
546,14920 Raymer St,,Van Nuys,Los Angeles,"14920 Raymer St, Van Nuys, CA 91405-1146",91405-1146,CA,1309,Van Nuys North,209,294,200,8025825,1026023,3393043,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",34.2,-118.45
547,10340 N Sepulveda Blvd,,Mission Hills,Los Angeles,"10340 N Sepulveda Blvd, Mission Hills, CA 91345-2422",91345-2422,CA,3218,Mission Hills CA,219,294,200,7852111,1561432,2781078,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",34.27,-118.46
548,8999 Balboa Blvd,,Northridge,Los Angeles,"8999 Balboa Blvd, Northridge, CA 91325-2608",91325-2608,CA,2020,Sherwood Forest,209,294,200,5674079,1886516,2084994,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",34.23,-118.52
549,2355 W Kettleman Ln,,Lodi,San Joaquin,"2355 W Kettleman Ln, Lodi, CA 95242-4120",95242-4120,CA,853,Lodi,246,295,200,6804606,1573369,2324273,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",38.1,-121.4
